gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
IFNA14,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA16,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA17,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA2,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA21,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA4,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA5,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA6,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA7,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNA8,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNAR1,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
IFNAR2,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,Receptor,True,False,True,True,True,extended,False
IFNB1,"Cancer-related genes, Predicted secreted proteins",Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNE,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNG,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins",Secreted to blood,Interferon,True,True,False,False,True,core,False
IFNGR1,"CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
IFNGR2,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins",,,False,False,True,False,False,none,False
IFNK,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNL1,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNL2,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNL3,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFNL4,Predicted secreted proteins,Secreted - unknown location,,True,False,False,False,False,extended,False
IFNLR1,"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
IFNW1,Predicted secreted proteins,Secreted to blood,Interferon,True,False,False,False,True,extended,False
IFRD1,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
IFRD2,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
IFT122,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFT140,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT172,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT20,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IFT22,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IFT27,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFT43,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT46,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFT52,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT57,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT74,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFT80,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IFT81,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFT88,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
IFTAP,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IGBP1,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGBP1P2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IGDCC3,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
IGDCC4,"Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
IGF1,"Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Secreted to blood,Growth factor,True,True,False,False,True,core,False
IGF1R,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins",,,False,True,True,True,False,none,False
IGF2,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins",Secreted to blood,Hormone,True,True,True,False,True,core,False
IGF2BP1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IGF2BP2,"Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
IGF2BP3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IGF2R,"Cancer-related genes, CD markers, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
IGFALS,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Cell adhesion,True,True,False,True,True,core,False
IGFBP1,"Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,False,True,core,False
IGFBP2,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,True,True,core,False
IGFBP3,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,True,True,core,False
IGFBP4,"Plasma proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,False,True,core,False
IGFBP5,"Plasma proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,False,True,core,False
IGFBP6,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,True,True,core,False
IGFBP7,"Disease related genes, Plasma proteins, Predicted secreted proteins",Secreted to blood,Cell adhesion,True,True,False,False,True,core,False
IGFBPL1,Predicted secreted proteins,Secreted to blood,No annotated function,True,False,False,False,True,extended,False
IGFL1,Predicted secreted proteins,Secreted in other tissues,No annotated function,True,False,False,False,False,extended,False
IGFL2,"Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,No annotated function,True,False,False,True,False,extended,False
IGFL3,Predicted secreted proteins,Secreted in other tissues,No annotated function,True,False,False,False,False,extended,False
IGFL4,"Predicted intracellular proteins, Predicted secreted proteins",Secreted - unknown location,No annotated function,True,False,False,True,False,extended,False
IGFLR1,"Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
IGFN1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
IGHA1,"Disease related genes, Immunoglobulin genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Immunoglobulin genes,Immunity,True,False,True,True,False,extended,False
IGHA2,"Immunoglobulin genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Immunoglobulin genes,Immunity,True,True,True,True,False,core,False
IGHD,"Immunoglobulin genes, Predicted membrane proteins",,,False,False,True,False,False,none,False
IGHD1-1,"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins",Immunoglobulin genes,Immunity,True,False,False,True,False,extended,False
IGHD1-14,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD1-20,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD1-26,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD1-7,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD1OR15-1A,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD1OR15-1B,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2-15,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2-2,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2-21,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2-8,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2OR15-2A,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD2OR15-2B,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3-10,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3-16,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3-22,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3-3,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3-9,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3OR15-3A,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD3OR15-3B,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD4-11,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD4-17,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD4-23,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
IGHD4-4,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
