gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,UCEC,UCS,UVM
CCL11,0.0000,61.5579,16.9096,16.6203,4.6094,58.5687,52.4659,0.0000,30.7319,0.5800,1.5876,0.7473,0.0000,2.5515,23.2722,49.2308,33.2755,33.1683,49.3812,2.7233,8.7819,85.2807,3.8085,4.5433,161.1020,15.5310,0.0000,3.4206,5.5347,0.0000
CCL13,1.5102,32.5012,9.9275,18.7739,2.4288,17.4975,11.2185,0.5047,48.1126,1.3940,4.5530,2.5194,0.0000,4.1297,165.4030,58.1039,18.9374,6.4256,52.5722,1.5556,2.1858,12.5816,29.6264,29.3025,16.6560,26.3534,53.1222,3.5008,8.6912,0.8729
CCL14,262.9450,32.5838,120.6900,17.4927,80.0502,29.4846,52.3534,7.3933,27.2763,154.2430,393.5550,71.3657,3.9615,375.5590,125.1650,54.4479,100.3480,43.1146,153.1910,222.3940,320.2630,31.1007,205.3310,38.9051,160.7340,112.2975,182.7820,35.8542,33.0153,118.8220
CCL15,0.0000,7.5904,0.0000,0.0000,65.5867,348.2808,3.0734,0.0000,0.0000,0.0000,90.8978,93.1529,0.0000,880.3700,4.0395,0.7117,0.0000,0.3902,71.9181,0.0000,0.5025,319.9888,0.0000,0.0000,181.4788,1.7521,0.5312,1.0391,0.3900,0.0000
CCL1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2204,0.0000,0.3304,0.0000,0.0000,0.0000,0.0000,0.0000,0.4405,0.0000,0.0000,-0.2204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2204,0.6691,0.0000,0.0000,0.0000,0.0000
CCL16,1.2492,0.2734,0.4024,0.0000,2.6093,0.4718,0.1461,0.0000,0.0000,0.6561,2.1442,0.3583,0.0000,2000.1000,0.5894,0.0000,0.4973,-0.1343,1.5334,1.0853,1.4778,0.4516,1.0667,0.0000,0.6531,0.6835,0.8499,0.4153,0.0000,0.0000
CCL17,0.5461,15.2448,7.2853,13.0228,4.2792,3.2317,5.1255,0.9654,11.5788,0.0000,5.3413,7.2847,0.7912,2.4400,24.3682,10.0853,6.0613,2.3451,51.3310,0.4822,2.9963,3.6957,3.2007,17.1071,6.8470,9.4060,18.4261,2.9607,1.0545,6.6799
CCL18,2.1601,127.5150,40.2519,119.3080,72.3637,198.0269,190.4226,5.3999,360.1310,32.2762,80.8937,276.3920,0.6408,43.8909,1325.2100,1033.2800,22.9339,23.0077,413.7805,1.9455,36.6418,136.9946,21.9733,216.1810,341.7076,161.1405,257.9490,46.7979,26.6366,46.1092
CCL19,0.8854,20.3408,132.2510,52.8853,40.3031,20.4752,15.8343,1.4604,88.5329,2.0803,14.3627,2.8931,8.1527,36.0313,293.1290,201.2040,68.5620,4.8393,253.0455,5.5074,113.8660,20.7109,14.7549,30.9598,64.1510,557.6695,18.6214,17.4344,6.2681,2.9158
CCL20,0.4698,29.3336,5.4759,156.4870,547.4680,801.1329,379.7820,10.4874,178.0915,2.3563,130.5310,14.4529,1.0393,401.7190,220.4560,204.3040,12.4611,70.3452,241.2825,0.4960,10.3350,989.7916,2.8544,11.6670,529.4086,6.2415,13.4833,102.0326,26.9857,0.0000
CCL21,5.3736,47.6356,91.2128,107.1660,719.2380,183.0653,132.6398,0.0000,280.2645,156.7500,33.0818,13.3606,0.4339,158.8280,637.2650,554.4220,158.8290,16.4259,524.1165,14.7867,144.3360,175.4931,22.3964,86.9691,320.6406,244.8050,41.5398,85.0485,33.9836,1.7249
CCL22,15.0341,80.3394,94.0416,105.2340,45.4918,63.1578,79.2659,6.8751,194.8445,5.7400,27.1761,20.4770,5.2629,9.7983,197.7610,107.0110,17.2576,11.5020,143.1240,2.7042,39.1185,68.7272,11.6139,38.5757,93.9157,58.6818,52.1807,32.6155,9.6192,1.1147
CCL23,0.4780,1.5863,1.5886,1.6573,2.2389,1.7861,0.5659,0.4828,2.0509,0.6108,2.6537,1.3219,0.0000,1.6131,12.9995,3.6418,4.1716,0.3665,11.1625,0.6566,9.2192,1.5735,4.3178,1.3401,2.4911,1.7210,3.1568,-0.3255,0.8261,0.0000
CCL24,0.0000,0.5112,0.0000,0.5211,0.0000,109.9332,5.2085,0.0000,4.6505,0.0000,0.0000,0.0000,0.0000,1.2945,2.0589,2.1720,0.0000,0.0811,11.8797,0.0000,0.0000,121.4704,0.3757,0.0000,14.0153,4.5634,0.0000,0.2727,0.0000,0.0000
CCL25,1.4950,0.0000,0.6513,0.5945,0.5305,1.2891,0.7295,2.7403,0.4880,1.2447,0.3666,0.0000,1.4952,15.8228,1.4085,1.1238,0.6534,9.2285,0.5233,0.0000,0.9715,0.9885,0.6810,0.0000,7.6284,6.1045,0.9628,4.2305,3.6751,0.0000
CCL26,8.1411,2.3892,2.9346,3.7456,5.1218,6.3193,7.2186,3.8247,12.6180,0.5102,2.4467,0.8113,0.8429,1.7048,4.5161,21.0470,11.6564,1.6993,17.1111,4.1201,0.4275,5.0260,12.2746,1.2285,9.0332,98.6374,3.0946,0.4146,1.3310,2.0275
CCL2,90.6801,253.2160,340.1340,273.4670,931.9705,208.5675,173.0567,827.7940,324.4280,147.1395,1267.4300,618.4595,181.7460,210.2160,692.5160,534.0690,2646.2000,525.2773,615.1685,293.0070,427.8120,203.5650,520.9530,283.3710,404.3465,562.1425,198.9880,311.6709,428.3950,56.4070
CCL27,0.0000,0.5435,0.0000,0.6521,0.0000,0.0000,1.1561,1.6666,1.7378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3713,0.0000,0.1515,0.3733,0.0000,0.0000,0.5216,0.8897,0.0000,0.7101,0.0000,0.4219,0.5200,0.0000
CCL28,34.5455,25.1729,83.1021,88.1671,78.5429,125.0605,79.5504,2.2673,39.4872,9.4021,221.2910,192.1465,2.5401,35.8923,57.1010,44.7642,8.0453,190.5723,173.6955,10.7292,29.4551,135.1510,27.4007,171.1380,120.8801,25.5046,142.9860,95.7537,66.1765,202.5575
CCL3,43.5414,62.6448,92.8452,105.9340,62.8561,97.2641,45.8691,98.4079,119.8300,33.9494,136.2130,77.8581,192.0800,79.2025,154.0870,134.7030,272.3920,135.4200,79.7432,117.5190,39.1061,79.3705,104.0000,94.2907,92.2238,232.1435,71.8831,79.0433,66.2925,20.2712
CCL3L1,8.2697,9.7920,26.8421,19.1501,14.5816,22.3813,3.5275,12.1011,22.8379,11.8202,29.9500,23.9369,50.5803,20.5656,24.1900,22.2233,39.5270,12.2699,19.6634,38.1106,11.7790,16.6954,15.2926,12.3784,10.3775,26.3085,11.5922,13.1799,15.2855,4.3821
CCL3L3,0.0000,0.0000,2.2656,1.6101,1.3483,1.2289,0.6644,4.0362,1.6962,0.2626,4.0371,1.9165,13.2264,1.5481,2.3111,1.7190,4.5993,2.0738,1.3072,5.3722,1.4689,0.7471,1.5825,1.0782,1.6948,2.9398,0.9390,0.7117,0.8431,0.0000
CCL4,36.4363,59.7567,86.9118,147.5610,92.7636,84.2074,93.3734,76.9207,133.4945,38.7711,219.8970,69.8017,109.7410,68.7204,152.7700,151.3680,228.6510,206.3305,80.9745,70.9005,50.0321,69.3403,86.6189,60.4611,234.6847,232.7380,58.7847,64.8881,41.2178,13.9151
CCL5,77.8098,441.2310,528.8320,930.8210,389.8030,295.4701,269.9542,100.9355,953.6955,209.1060,1027.2400,352.5630,27.0843,314.3540,766.5680,727.1530,821.0400,347.1495,542.7005,109.6070,265.7220,240.5021,414.6480,440.5590,630.1207,1182.0800,248.5470,529.1985,140.7300,125.6055
CCL7,0.0000,1.7312,1.3382,3.0565,0.5494,2.4620,1.2294,1.6451,4.9240,0.1401,0.4537,0.3944,0.0000,0.0000,9.2237,7.1055,16.6624,7.0000,3.0147,0.0000,0.4919,1.5641,2.1151,1.6752,2.2854,2.8545,1.2771,2.1291,4.5436,0.0000
CCL8,6.6964,21.4035,43.1148,23.4551,10.2346,15.1189,13.1338,17.5921,31.4322,19.0154,41.6305,5.2923,3.2327,17.1380,48.4317,41.6190,70.6193,66.5133,13.6863,20.2532,4.5033,12.1249,61.0110,28.7375,30.6739,88.2575,15.5556,19.7715,24.0661,4.5135
CCND1,2869.8300,4269.9050,7930.9300,1043.3100,6084.7200,4842.6733,5892.7338,1327.8950,4379.2050,4397.9300,17139.2000,2545.5450,1909.7600,3079.1100,5574.0900,3584.3500,4350.8800,2874.6708,4236.5300,3931.3600,4677.1600,4724.6593,2780.9900,8960.3700,4466.0374,553.7870,10887.3000,3808.3313,2677.2200,10523.0000
CCR10,5.6561,11.7157,8.0063,14.6077,10.1993,7.3400,7.1368,49.7142,7.0258,10.2081,23.5422,11.7433,23.9445,7.6527,14.2408,7.8981,15.9639,10.2182,17.4654,334.9440,8.5711,6.3705,41.7569,13.4524,13.6936,16.7079,14.6789,10.5325,29.8253,21.1948
CCR1,41.1215,112.1785,219.0020,106.7630,74.3323,127.1041,89.9993,388.0285,125.0125,59.2996,299.0840,150.3655,171.6755,86.7238,344.5470,206.9100,333.5880,220.2324,174.6035,55.1724,49.6669,113.7325,265.3210,142.6280,195.9206,310.9350,98.8593,108.9795,100.9730,42.3456
CCR2,5.6852,14.5657,57.8670,24.9480,33.7423,24.6388,15.5408,15.9567,21.0293,10.1048,150.6280,52.2801,2.5304,27.8788,119.4120,54.5194,80.8231,30.8615,60.7123,7.9041,28.0783,23.7494,29.3619,19.3402,49.4371,127.4135,46.8612,21.0215,12.6507,2.7492
CCR3,0.0000,4.0979,2.0779,1.2103,1.3015,2.9583,1.6035,1.4912,1.7293,1.2136,2.1340,1.9072,0.4001,0.7269,5.6045,3.0781,1.6472,2.1119,2.9548,0.0000,0.4708,4.1787,0.8039,0.3883,3.2207,2.0129,5.5162,1.5076,0.4594,0.0000
CCR4,0.0000,6.6400,25.1601,7.8942,5.8231,12.5862,13.4640,2.2191,16.5617,1.5297,24.6385,4.7623,0.3433,3.3003,37.4532,17.0519,8.1693,5.1770,21.4874,1.3546,8.4503,14.1294,3.5660,3.2051,34.7805,15.3223,5.3867,5.1430,0.8651,0.4362
CCR5,13.0841,56.9591,174.7200,126.7070,70.1691,80.9152,74.9977,119.3560,119.3715,29.1542,334.1260,113.5450,28.8677,58.6611,242.0240,135.6900,263.1110,106.3302,138.6255,20.3108,64.4185,67.5110,82.2123,73.9666,183.3160,362.9965,72.7342,83.7754,34.5005,16.3420
CCR6,12.9879,21.0326,51.2652,36.0307,42.2748,81.7751,62.1776,16.4565,51.3290,11.9588,91.0269,37.2571,12.1967,35.4070,90.7972,42.2994,25.3922,21.7106,99.5516,28.1845,25.2620,90.4870,13.3291,13.0014,115.8037,35.2752,49.9015,30.1471,20.5160,4.0119
CCR7,4.1872,96.9358,68.3675,61.3161,23.8548,35.2230,35.4339,11.4064,90.9416,8.7474,59.1761,33.5555,3.3005,20.6061,124.9340,69.3739,37.8749,27.8064,82.7774,14.3678,31.2520,35.5732,25.6125,33.6354,81.4298,187.4220,30.9735,41.2952,15.2305,3.0251
CCR8,0.0000,3.4516,8.1407,4.2689,1.5844,6.0364,8.5633,0.3861,12.8500,0.3923,3.7238,0.4858,0.0000,1.0776,12.3391,9.0752,2.4716,5.4508,7.6009,0.0000,1.7680,7.3492,1.3471,1.8643,14.9762,9.8255,2.5180,2.9786,0.4261,0.0000
CCR9,0.0000,0.3457,0.6416,0.4762,0.5476,1.8880,1.1970,0.6386,0.3717,2.2524,1.7606,16.9823,0.8870,0.2633,1.7503,0.6219,1.4444,0.5721,9.1092,0.0000,0.8681,2.1332,0.3624,0.0000,3.6274,1.5288,1.3854,1.3745,0.4970,0.0000
ACKR4,9.5137,23.9414,44.0876,29.3151,9.7618,19.2161,41.4038,8.5730,67.1076,30.7190,78.3730,75.9606,11.3918,7.6794,27.3133,26.2850,60.8328,13.0771,110.9625,10.7022,5.9072,13.0608,45.4180,18.6428,111.1607,13.0324,16.5605,8.9401,5.6643,2.3661
CD1D,43.0611,21.1803,29.6880,17.7229,67.6360,35.6731,20.2296,38.3291,18.8737,26.2912,195.1130,63.3339,16.7893,79.9315,60.4091,41.4846,62.0757,29.4112,79.7767,34.7722,26.8817,36.1748,51.3796,11.8679,44.8295,174.1295,67.2269,31.1880,29.1439,6.2629
CD209,30.4930,55.4044,43.2128,35.8388,29.8375,84.0127,63.3777,16.7874,107.3480,29.3466,127.9220,23.2568,11.1576,86.5847,151.5620,126.8070,84.7520,59.6002,91.0087,62.2972,29.0540,90.7284,424.4420,99.2681,144.2168,125.4635,29.0229,25.6526,95.2289,124.6475
CD226,2.1959,6.1703,18.2963,11.4814,11.1000,9.5164,11.8119,16.6137,12.2595,5.1372,37.6965,11.3941,8.8536,6.8823,29.0237,19.1257,14.6104,9.2748,16.1625,5.9240,7.9968,7.7186,11.6537,6.0896,24.6092,22.8988,7.2588,11.4314,3.6117,18.2743
CD22,180.8250,16.3663,117.6230,21.3563,213.8275,18.8500,16.4747,27.0538,22.5091,169.8730,62.1508,154.6170,61.3195,22.3542,120.5540,61.2489,59.8131,190.1106,90.7942,15.3288,35.3172,17.9718,17.7305,105.9210,52.9283,168.2215,411.8110,26.9008,37.1009,42.9715
CD244,2.5105,13.3538,9.2264,20.9423,11.6817,13.9096,9.6592,11.2320,18.1527,9.2090,49.8750,20.7312,4.7252,13.4489,28.1933,20.7388,64.1552,6.3312,16.1542,3.8492,7.7240,11.8602,13.6683,15.2698,20.8843,36.9541,8.9213,11.5998,4.0478,11.3183
CD274,5.7967,18.8997,19.7740,51.9442,14.6571,17.1073,38.5598,28.8188,80.6073,67.3774,40.5946,23.5953,9.9388,8.2084,62.2946,73.4297,19.9005,17.5783,25.4301,33.8889,8.6811,14.8951,15.6674,18.7473,37.0859,22.6685,49.4854,8.6870,3.8664,11.6266
CD27,6.8169,52.2045,85.2063,95.5279,24.2306,68.5214,59.3846,11.1325,114.4175,15.6151,165.8350,46.5417,9.8954,35.5353,234.4110,171.2230,100.8080,47.0749,101.8315,17.3380,43.5095,62.9834,39.5146,66.4546,128.5508,283.1520,147.1270,72.9249,16.5149,18.6547
CD28,9.5646,22.6803,53.2498,25.9142,21.7078,25.1595,28.4666,11.6990,40.4888,9.9106,76.1970,32.8111,3.0365,37.0215,88.9724,52.7789,57.0579,26.0002,45.8308,13.4172,31.0150,24.9979,90.3500,31.5126,60.4689,90.2084,17.2861,22.1879,35.8532,17.0044
CD34,867.0470,626.0350,1100.6200,346.0040,843.6150,497.0876,604.7616,791.0250,474.4800,1179.8350,4849.6600,320.4090,495.7155,1115.3100,838.7610,529.3980,688.8330,631.4095,1202.2050,1654.6100,635.2230,561.4389,2097.8000,476.8750,1092.2827,850.1450,1652.3600,766.6311,829.4910,271.8220
CD36,1573.6100,158.1660,613.5270,51.9984,76.2147,90.9621,136.4046,96.8586,187.9660,483.6150,2699.7000,96.4447,18.2505,1097.3500,279.0070,261.9750,194.6010,108.8518,368.6360,259.7970,60.8015,94.3567,801.9220,161.4770,207.8187,157.7640,343.0430,37.6041,178.2690,39.5684
CD40,391.0620,445.0035,214.5640,580.1340,484.4595,172.6220,246.9314,167.0425,551.1005,494.5345,1194.6200,638.7875,66.6493,457.2050,672.6820,748.1080,449.8650,488.4553,602.8440,366.1970,207.0310,170.9615,347.0420,176.4600,362.9168,337.1425,954.5550,165.9715,198.3180,114.0915
CD40LG,0.5701,3.9159,15.4288,8.1191,8.4332,12.1162,6.5806,1.6519,5.7587,1.6837,31.5735,12.7130,0.5126,13.0495,26.3158,9.3299,13.6695,6.0886,15.2296,2.6624,9.7482,14.2853,5.4348,4.9127,26.4426,24.1693,6.2584,8.4101,1.6171,0.9400
CD44,793.1810,5636.4500,8207.9100,9793.7100,2353.7100,7078.6350,11678.1977,11153.8000,22291.2000,2957.4900,2761.6400,2023.8550,3391.2650,763.1480,6410.9900,13613.1000,6230.4900,1446.4588,8298.8700,7608.4700,3882.8700,6689.0200,8173.4400,23063.0000,7409.1829,1601.3900,11305.2000,3495.7015,2093.7200,72587.3500
CD46,6526.0800,5332.6650,6861.1700,4955.4000,5345.3750,9947.2534,6638.7146,1231.3700,3294.9750,7435.5000,5457.9200,4414.6150,951.8640,5591.5100,9525.4900,5179.8900,3786.2100,3907.2234,5754.0950,5696.4900,7203.8800,10168.8199,2015.8600,1834.3600,6368.5740,1747.9600,3974.4400,3721.2684,1635.3600,1314.6650
CD47,1732.0100,2004.6000,2129.7000,3226.5800,2217.4000,2191.7850,2906.3875,2569.3900,3596.5650,1560.0800,1803.2800,1305.5050,2278.9650,1177.7600,4350.5500,2515.3800,3693.5800,7310.0252,2364.1700,1918.8400,2855.1800,2050.7687,2278.5000,1876.3300,2792.3879,1460.3150,3841.6700,2281.7428,1687.4200,1239.6200
CD48,25.6556,83.3059,219.1600,150.5920,124.1960,115.6718,83.2609,111.5180,138.2515,55.9051,417.6860,171.9850,14.5601,114.8460,333.5760,242.7650,263.1030,162.7672,210.5285,36.1418,105.0190,97.9199,123.9590,93.1122,241.8660,416.7155,89.6736,102.0129,77.6801,42.1864
CD4,259.1230,506.8285,1070.6700,619.3200,766.5175,554.0840,537.4186,1609.4500,738.1435,432.3365,2048.2900,1022.2450,894.9715,987.6900,2173.5100,1287.5300,1683.2400,1212.6005,1358.2200,376.0990,374.6660,529.3585,1442.1700,637.5840,953.0979,1641.0450,684.9020,687.4065,477.1440,524.8420
CD55,1969.5000,1412.8100,1512.6600,2022.9500,652.2890,2388.1250,1947.4410,221.1325,1366.1900,1402.1350,637.6970,509.9780,138.9335,431.2320,5950.9400,1642.5400,1578.1700,1911.5956,4101.0000,1329.1800,417.0520,2106.2540,949.9810,1264.4700,3471.3031,660.3665,3818.0700,1547.5578,716.1520,1015.7000
CD68,815.3270,1815.1050,2162.2400,2285.1600,2153.0350,2380.5800,2703.3258,3526.4150,3139.3500,703.6165,6397.1700,5616.6250,1427.7250,2458.9500,4342.9500,3583.4000,3317.7600,2171.9990,4401.8500,879.0780,664.7590,2198.8100,3527.3700,3269.1300,3861.4967,3037.2400,960.9520,1136.7584,1037.9800,3857.2300
CD6,19.0024,71.7588,125.6780,144.3900,72.3331,118.4621,81.6272,20.5145,131.6470,20.0877,180.2610,87.4145,9.4291,71.1573,236.4490,158.0460,136.7590,69.4611,167.8190,20.3125,56.9106,113.5631,54.9168,67.1224,166.5672,262.1695,62.4265,98.8073,59.2393,46.1944
CD69,11.8303,57.3859,78.0049,84.0921,50.7512,50.1650,61.0923,66.1566,64.6847,35.4663,154.3120,72.1056,18.4760,35.9961,168.8700,101.3230,134.6130,79.8834,113.4275,21.0925,72.1135,38.5191,47.3765,13.3452,110.5737,78.7036,61.1925,70.6696,26.6193,2.0101
CD70,1.9120,6.4871,6.7152,33.2629,4.0899,12.4042,10.4992,6.8078,30.2335,0.8180,689.2160,92.2392,0.4182,2.7778,10.6178,11.5152,108.5280,6.1892,13.3996,0.4243,1.1583,12.4052,41.7652,18.2688,14.2738,41.7072,9.3039,7.2586,3.6751,6.2303
CD72,30.1013,47.7552,60.2855,43.3514,46.4545,34.5172,32.8008,53.1826,32.2091,19.7910,101.8880,67.4459,19.3875,55.1996,96.6535,77.9743,135.1440,76.0136,127.0530,20.4708,20.7547,33.8467,113.4480,46.8939,71.0006,171.2480,40.4709,57.3825,62.2144,41.3514
CD74,11618.4000,22112.5000,32618.6000,37886.4000,29069.1000,16824.6960,16825.4263,35078.5500,27294.4500,32138.1000,82241.5000,37863.6500,10396.9000,26884.9000,71216.4000,29288.9000,47595.1000,45128.4703,48346.0500,14032.4000,15802.7000,14883.6515,27469.7000,23755.1000,34778.4622,37072.9000,37705.0000,40528.8150,11204.6000,10772.9000
CD80,2.0329,10.3267,22.7179,17.1888,15.7019,16.8619,21.4021,6.9463,30.9500,4.6090,17.6166,4.2817,1.1592,6.6203,43.9331,29.3768,15.9673,13.9891,25.0084,2.4290,3.4584,16.7316,11.2540,5.5843,26.3394,36.4878,9.7669,8.0663,6.3755,1.9852
CD86,69.7674,122.7370,220.2610,148.0850,129.5635,107.0522,151.8301,420.4585,222.5840,68.3297,331.1660,175.1050,195.4075,92.2863,355.6260,263.2600,338.2550,225.4222,263.8230,66.7481,62.0777,95.7107,267.9680,105.2010,220.3810,259.7715,99.6705,99.4459,84.0999,35.0472
CD8A,19.4049,82.4421,153.6960,210.4900,84.5176,93.5806,81.9229,40.4249,155.4570,25.8722,415.0780,86.0868,15.1846,64.4105,245.6260,207.1240,205.9750,94.7345,168.7200,49.8177,100.5200,71.7155,90.4665,114.4510,230.5006,322.7570,114.2040,120.4377,62.0424,19.0951
CD8B,3.8917,29.2138,42.0650,92.0699,19.3267,54.4346,15.7547,8.3546,35.6311,7.8645,97.6606,18.1825,6.1605,17.6052,61.1791,61.4754,56.9375,20.8054,50.5501,5.7430,38.2106,53.3764,24.3161,24.1387,52.7552,116.2810,31.2867,55.3601,32.7613,3.7924
CD96,25.4158,153.4910,92.1544,111.0440,80.8953,51.4749,88.4531,10.3019,89.6525,20.7483,197.5920,52.2768,2.9125,46.9974,180.9140,125.7470,111.0360,51.1224,96.1567,11.2590,49.8069,47.1100,38.9891,30.1609,166.0648,162.2235,88.3838,69.8316,19.8807,4.3789
ADGRE5,631.7660,1298.3350,588.2350,1164.7700,2671.2400,3723.0400,1470.9953,956.9260,1087.3400,246.3405,2028.7400,1612.3250,278.2375,777.4290,2414.9300,1029.4900,1525.9700,1390.8380,2896.7000,379.4550,649.5873,3824.0325,2789.4100,2135.1900,2632.5988,1316.3600,1716.0500,1570.5335,1170.0600,3426.9800
CD99,2735.6200,2889.7550,2326.9100,2627.6700,1801.3500,2258.0250,1436.9908,10167.9000,3305.1800,513.1425,2389.6200,1395.3000,3665.9850,3382.1000,2244.9400,2867.7800,4556.5400,1563.3266,4137.0400,1993.0200,4068.0600,2234.0341,9022.8500,4966.5400,1707.8703,1608.4550,1454.8500,1929.0477,3324.9000,3383.7650
CD99L2,2962.2600,509.6870,893.7080,586.7730,900.1540,573.2875,611.5425,2787.0250,618.5145,2279.9450,2166.1300,2111.2800,3491.5500,2269.0500,1539.2000,891.6000,2541.0200,907.0564,1111.8800,2727.5100,999.5380,616.5325,2401.6000,2189.9400,615.3670,628.3800,1002.8500,742.3942,1420.9800,2796.6000
CDH11,687.2620,372.1670,2127.4800,243.4570,389.2655,709.7165,672.2782,1590.3850,691.9630,57.8049,862.7630,62.8391,1035.8250,78.7402,1649.8500,1197.7600,5400.0800,800.8800,2267.0500,365.4800,521.2850,672.7489,2202.2600,247.7580,1250.8342,384.9605,318.1470,479.9925,1900.6200,50.4500
CDH15,7.0836,2.3791,2.4506,1.6694,2.4539,2.7915,0.8195,11.2876,9.1604,8.4474,1.6223,0.5725,6.9976,6.9384,44.3038,5.3860,15.0336,3.7514,5.6962,2.9589,4.3103,2.1006,4.6650,12.5843,1.7654,8.5563,5.7726,5.6664,55.2895,5.6667
CDH1,1.3282,10243.4500,9156.3600,8926.5800,14016.8500,13853.2563,11096.7919,72.0468,9374.3050,10885.0000,1939.4100,1496.9750,70.8721,4276.8200,8904.4200,8710.2500,2786.5300,5168.7185,9138.7650,1.0371,12704.5000,13484.3962,14.8431,4480.2600,9307.3774,2346.0000,15435.4000,7281.5800,1761.4800,9544.7750
CDH2,201.1560,25.8276,71.8271,27.6459,1336.6800,19.7794,25.6707,3332.4100,35.6446,6.8145,2147.0400,2041.7200,2518.1000,2206.9000,35.3149,45.3039,1023.0700,1021.2551,217.6770,2200.1600,40.5294,18.8883,274.5510,133.4490,37.7815,967.7330,943.6280,244.8175,1027.2700,16.7117
CDH4,3.2887,0.4170,1.2852,0.7131,1.0605,0.5131,1.0417,234.0080,4.0049,0.9155,109.6770,22.5098,161.0160,0.5102,1.9293,1.7284,128.0920,0.2224,3.6773,13.4590,1.8532,0.6361,7.7940,5.1308,0.3635,7.0835,54.1825,0.9097,0.9927,12.6670
CDH5,770.2530,413.2290,797.6990,205.4700,575.3865,397.7917,491.9167,718.6840,381.6435,1102.2400,3598.8000,237.4210,390.4625,836.9270,810.4370,468.5550,432.8360,297.2812,903.1530,1226.2300,387.8760,445.3370,1186.6700,331.4990,818.3213,1204.9700,1409.3800,483.7079,466.2740,175.5580
CDON,73.9713,58.4597,478.6280,115.0630,165.4695,74.9320,120.8109,193.6205,84.9617,143.6380,632.6790,112.6985,240.1450,117.9560,179.6350,209.6650,2799.9500,429.8553,227.3365,140.4130,254.2670,88.6568,452.8200,349.9540,126.7454,243.2580,399.5410,138.2535,810.3270,223.1225
CEACAM1,361.7350,591.5930,481.6920,603.8180,650.2735,3826.9273,902.1006,12.4742,324.5905,292.3335,431.0750,116.3645,3.8247,1928.5600,1031.2800,362.6090,32.8550,152.9289,1439.1050,133.7810,616.6300,4479.4932,39.7689,927.5260,1247.9962,142.6805,49.7089,648.2582,72.0562,280.0600
CEACAM5,0.0000,112.9550,113.2920,2257.9500,17.1754,98726.2063,4089.3349,0.0000,747.3570,0.0000,0.0000,0.0000,0.0000,0.0000,5114.5100,692.3910,0.0000,3.5013,10225.6000,0.0000,19.1062,115722.5000,0.0000,3.4951,9105.1789,1.6551,0.4090,100.0023,3.9534,0.0000
CER1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2241,1.6202,0.0000,0.8252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2241,2.0045,0.0000,0.0000,0.8086,0.0000
CGA,0.0000,0.0000,0.9042,0.0000,0.0000,0.0000,0.4505,0.0000,0.0000,1.2539,0.0000,0.0000,0.0000,0.4402,0.3117,0.0000,0.0000,0.1081,0.5076,5.4662,2.7922,0.0000,0.0000,0.0000,0.5881,0.7769,0.0000,0.4350,0.4488,0.0000
CHAD,23.3526,10.2988,202.6190,8.7328,20.4170,9.3425,8.3485,6.0147,3.4097,4.5677,10.8179,9.1189,6.2762,358.3020,20.3203,7.0150,11.2554,11.1453,16.2910,0.9031,6.4279,10.3058,6.2002,6.0896,8.1135,14.8518,13.8184,4.8264,7.0952,2.7026
CHRD,65.2720,35.3052,277.5660,54.0502,174.7375,48.3205,63.6819,259.0625,61.7834,21.2818,219.5050,68.2756,364.4905,763.4510,141.1730,73.7675,157.6790,56.5450,252.2270,51.7531,209.2580,45.7994,337.4490,34.9086,113.4971,114.9720,45.1724,128.9922,233.9770,22.4852
CHRNA10,9.3963,11.3184,8.9512,15.2686,11.7309,9.8358,9.9574,13.7210,8.3881,5.2447,8.6430,6.1791,10.5989,7.1672,9.2692,7.1174,11.4385,8.7687,11.6779,12.3901,11.3300,10.1361,9.1803,9.3952,8.4489,20.9855,8.7386,19.4658,16.3625,35.7476
CHRNA1,0.0000,5.2245,17.1505,1.8323,1.9657,9.9652,14.6321,37.7534,15.5045,1.1930,4.4843,15.9953,5.3899,0.9461,15.5918,9.7307,3.8209,27.2482,13.7361,1.0971,2.5776,10.2355,5.4992,21.9877,20.1813,7.5618,2.0776,8.8223,153.0170,1.3232
CHRNA2,3.3296,0.0000,0.3190,0.0000,0.0000,0.0000,0.5005,1.9525,0.3886,0.0000,0.0000,0.0000,6.7066,0.0000,0.4156,0.3622,0.4106,0.1549,0.5113,1.5166,2197.9700,0.0000,0.0000,0.0000,0.4898,1.5728,0.4449,0.0000,0.4127,0.4051
CHRNA3,6.5643,8.7478,4.0462,7.2091,3.0246,14.7938,8.7778,6.7549,6.1007,1.9887,1.0256,1.5055,6.5575,0.6758,6.2370,8.3628,6.4261,4.7209,44.9918,16133.4000,7.9547,13.4579,4.6280,5.5843,9.8836,106.6280,1.9314,10.3594,14.7681,16.1360
