receptor,tumor_type,gtex_tissue,tumor_rank_metric,normal_rank_metric,delta_percentile,panel_background_shift,delta_percentile_bg_corrected,direction_gtex_rank,tumor_median_rsem,normal_median_tpm,passes_tcga_floor_in_type,mapping_quality,max_ligand_availability,in_top_ligand_axis,caveat,n_tcga_adjacent_normals,adjnormal_median_rsem,log2FC_tumor_vs_adjnormal,log2FC_bg_corrected_within_tcga,cliffs_delta,fdr_within_tcga,direction_within_tcga,consensus_direction,direction
EGFR,BLCA,Bladder,77.23,77.23,0.0,1.45,-1.45,comparable,614.58,23.5296,True,good,0.2873,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,997.64,-0.698,-0.479,-0.1442,0.3310342604762719,comparable,comparable (both methods agree),comparable
ERBB2,BLCA,Bladder,97.1,84.26,12.84,1.45,11.39,enriched,7528.02,36.4992,True,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,4873.36,0.6272,0.8462,0.3658,0.010573259964032775,enriched,enriched (both methods agree),enriched
ERBB3,BLCA,Bladder,93.26,65.92,27.34,1.45,25.89,enriched,3051.45,10.815,True,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1653.7,0.8834,1.1024,0.3666,0.010406649316488948,enriched,enriched (both methods agree),enriched
ERBB4,BLCA,Bladder,26.61,16.82,9.79,1.45,8.34,comparable,3.3,0.0758,False,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,8.16,-1.0915,-0.8725,-0.2273,0.11756361205392882,comparable,comparable (both methods agree),comparable
F2R,BLCA,Bladder,73.39,60.77,12.62,1.45,11.17,enriched,458.19,7.9986,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,387.69,0.2405,0.4595,0.2082,0.15419362026047592,comparable,enriched/comparable (partial),enriched
F2RL1,BLCA,Bladder,74.26,48.22,26.03,1.45,24.58,enriched,488.45,2.7582,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,676.71,-0.4695,-0.2505,-0.0119,0.9396793876608966,comparable,enriched/comparable (partial),enriched
F2RL2,BLCA,Bladder,40.97,32.63,8.34,1.45,6.89,comparable,19.99,0.6729,False,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,23.88,-0.2452,-0.0262,-0.0322,0.8380372963695253,comparable,comparable (both methods agree),comparable
F2RL3,BLCA,Bladder,51.12,44.82,6.31,1.45,4.86,comparable,59.08,2.2268,False,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,44.0,0.417,0.636,-0.0089,0.9524224790641705,comparable,comparable (both methods agree),comparable
FGFR1,BLCA,Bladder,73.1,92.75,-19.65,1.45,-21.1,depleted,451.28,89.6352,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,3944.44,-3.1249,-2.9059,-0.8475,1.3263916403047967e-09,depleted,depleted (both methods agree),depleted
FGFR2,BLCA,Bladder,74.69,71.28,3.41,1.45,1.96,comparable,513.86,16.0065,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1153.98,-1.1656,-0.9466,-0.4138,0.0036148285884673344,depleted,comparable/depleted (partial),comparable
FGFR3,BLCA,Bladder,92.24,68.89,23.35,1.45,21.9,enriched,2794.05,13.1968,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1980.08,0.4966,0.7156,0.1342,0.36770573933617073,comparable,enriched/comparable (partial),enriched
FGFR4,BLCA,Bladder,48.37,53.66,-5.29,1.45,-6.74,comparable,44.73,4.2742,False,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,91.91,-1.0227,-0.8037,-0.2632,0.06862749318523578,comparable,comparable (both methods agree),comparable
FLT1,BLCA,Bladder,77.74,64.25,13.49,1.45,12.04,enriched,629.17,9.7995,True,good,0.1691,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,774.93,-0.3002,-0.0812,-0.2317,0.11107936951259074,comparable,enriched/comparable (partial),enriched
FZD1,BLCA,Bladder,73.75,69.69,4.06,1.45,2.61,comparable,467.6,14.0831,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,661.42,-0.4994,-0.2804,-0.3315,0.020989967021454427,comparable,comparable (both methods agree),comparable
FZD10,BLCA,Bladder,47.86,40.17,7.69,1.45,6.24,comparable,43.71,1.4576,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,166.27,-1.9034,-1.6844,-0.3078,0.03236819286648583,depleted,comparable/depleted (partial),comparable
FZD2,BLCA,Bladder,63.16,53.88,9.28,1.45,7.83,comparable,198.68,4.304,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,65.82,1.5793,1.7983,0.7113,3.819999929329561e-07,enriched,comparable/enriched (partial),comparable
FZD3,BLCA,Bladder,57.65,48.95,8.7,1.45,7.25,comparable,121.92,2.8938,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,145.63,-0.2545,-0.0355,-0.1757,0.23321002068518998,comparable,comparable (both methods agree),comparable
FZD4,BLCA,Bladder,71.86,78.46,-6.6,1.45,-8.05,comparable,410.04,25.1714,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,785.47,-0.9361,-0.7171,-0.4979,0.0004271714513075852,depleted,comparable/depleted (partial),comparable
FZD5,BLCA,Bladder,70.12,47.35,22.77,1.45,21.32,enriched,364.36,2.6626,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,242.35,0.5863,0.8053,0.4221,0.0029877589377830436,enriched,enriched (both methods agree),enriched
FZD6,BLCA,Bladder,84.84,76.21,8.63,1.45,7.18,comparable,1229.68,22.3904,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1224.79,0.0057,0.2247,0.2508,0.08349592452337472,comparable,comparable (both methods agree),comparable
FZD7,BLCA,Bladder,70.63,89.34,-18.71,1.45,-20.16,depleted,374.29,58.3981,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2019.18,-2.4284,-2.2094,-0.816,5.29710379161162e-09,depleted,depleted (both methods agree),depleted
FZD8,BLCA,Bladder,51.2,49.53,1.67,1.45,0.22,comparable,59.58,3.025,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,104.2,-0.7962,-0.5772,-0.3885,0.006445436255682686,depleted,comparable/depleted (partial),comparable
FZD9,BLCA,Bladder,31.04,30.6,0.44,1.45,-1.02,comparable,5.75,0.5506,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,5.18,0.1263,0.3453,0.0341,0.8281074448550474,comparable,comparable (both methods agree),comparable
HAVCR2,BLCA,Bladder,59.03,52.57,6.45,1.45,5.0,comparable,137.93,3.8594,False,good,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,115.05,0.2596,0.4786,0.0691,0.6500432225902628,comparable,comparable (both methods agree),comparable
IGF1R,BLCA,Bladder,84.19,75.27,8.92,1.45,7.47,comparable,1184.38,20.2565,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1684.12,-0.5075,-0.2885,-0.3465,0.015717630997052905,comparable,comparable (both methods agree),comparable
IGF2R,BLCA,Bladder,91.01,77.96,13.05,1.45,11.6,enriched,2353.16,24.5129,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2797.77,-0.2496,-0.0306,-0.1993,0.17333372017069268,comparable,enriched/comparable (partial),enriched
IL17RB,BLCA,Bladder,48.01,47.57,0.44,1.45,-1.02,comparable,44.19,2.7024,False,good,0.1853,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,25.07,0.7933,1.0123,0.3873,0.006633014504884716,enriched,comparable/enriched (partial),comparable
IL6ST,BLCA,Bladder,60.91,92.02,-31.11,1.45,-32.56,depleted,163.0,76.9658,False,good,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,572.36,-1.8057,-1.5867,-0.5648,6.281531619994358e-05,depleted,depleted (both methods agree),depleted
ITGA4,BLCA,Bladder,58.45,42.57,15.88,1.45,14.43,enriched,129.81,1.7947,False,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,246.99,-0.9228,-0.7038,-0.2877,0.046308568016460876,depleted,discordant,enriched
ITGA6,BLCA,Bladder,92.1,80.57,11.53,1.45,10.08,enriched,2780.4,29.0651,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,4663.56,-0.7459,-0.5269,-0.0849,0.5769710035491847,comparable,enriched/comparable (partial),enriched
ITGAV,BLCA,Bladder,90.5,84.48,6.02,1.45,4.57,comparable,2193.38,37.4413,True,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2607.77,-0.2496,-0.0306,-0.0343,0.8273152689353586,comparable,comparable (both methods agree),comparable
ITGB1,BLCA,Bladder,97.9,95.58,2.32,1.45,0.87,comparable,9843.27,139.492,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,12635.6,-0.3603,-0.1413,-0.2002,0.17131354706075125,comparable,comparable (both methods agree),comparable
ITGB3,BLCA,Bladder,48.22,66.64,-18.42,1.45,-19.87,depleted,44.42,11.291,False,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,231.18,-2.3537,-2.1347,-0.5828,3.5654078398838095e-05,depleted,depleted (both methods agree),depleted
ITGB4,BLCA,Bladder,98.11,83.97,14.14,1.45,12.69,enriched,11174.85,36.3575,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,5869.59,0.9288,1.1478,0.4476,0.0015951980869330475,enriched,enriched (both methods agree),enriched
ITGB5,BLCA,Bladder,91.44,89.63,1.81,1.45,0.36,comparable,2531.72,60.5325,True,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2339.71,0.1137,0.3327,0.0709,0.640716747444431,comparable,comparable (both methods agree),comparable
LIFR,BLCA,Bladder,61.78,76.94,-15.16,1.45,-16.61,depleted,181.93,23.1448,False,good,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,1078.15,-2.5605,-2.3415,-0.7988,1.1103653750510777e-08,depleted,depleted (both methods agree),depleted
LRP1,BLCA,Bladder,95.0,93.04,1.96,1.45,0.51,comparable,4279.94,94.4603,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,12454.9,-1.5408,-1.3218,-0.6373,5.792548063621251e-06,depleted,comparable/depleted (partial),comparable
LRP5,BLCA,Bladder,89.85,84.34,5.51,1.45,4.06,comparable,2069.03,36.8266,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2157.26,-0.0602,0.1588,-0.1081,0.4718144636259684,comparable,comparable (both methods agree),comparable
LRP6,BLCA,Bladder,75.27,67.08,8.19,1.45,6.74,comparable,531.85,11.7266,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,760.35,-0.5148,-0.2958,-0.3119,0.03004747120846228,comparable,comparable (both methods agree),comparable
MERTK,BLCA,Bladder,66.42,76.14,-9.72,1.45,-11.17,depleted,262.52,22.1101,False,good,0.1195,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,303.54,-0.2087,0.0103,-0.184,0.21144609777867582,comparable,depleted/comparable (partial),depleted
NCL,BLCA,Bladder,98.26,96.74,1.52,1.45,0.07,comparable,12030.4,196.89,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,12536.4,-0.0594,0.1596,-0.1298,0.38273552640384395,comparable,comparable (both methods agree),comparable
NPR1,BLCA,Bladder,53.3,78.75,-25.45,1.45,-26.9,depleted,78.89,25.7261,False,good,3.0542,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,652.48,-3.0321,-2.8131,-0.8052,8.479578812428382e-09,depleted,depleted (both methods agree),depleted
NRP1,BLCA,Bladder,81.36,69.33,12.04,1.45,10.59,enriched,942.94,13.7474,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1657.24,-0.8129,-0.5939,-0.3418,0.017242245970259522,depleted,discordant,enriched
NRP2,BLCA,Bladder,73.02,82.89,-9.86,1.45,-11.31,depleted,450.43,33.5902,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,992.72,-1.1384,-0.9194,-0.4856,0.0005958350346100613,depleted,depleted (both methods agree),depleted
NTRK1,BLCA,Bladder,25.45,31.47,-6.02,1.45,-7.47,comparable,2.91,0.5919,False,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,5.16,-0.6533,-0.4343,-0.2822,0.05032476660439821,comparable,comparable (both methods agree),comparable
NTRK2,BLCA,Bladder,43.07,45.54,-2.47,1.45,-3.92,comparable,24.77,2.3396,False,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,383.03,-3.8973,-3.6783,-0.7381,1.3309923797797236e-07,depleted,comparable/depleted (partial),comparable
NTRK3,BLCA,Bladder,24.22,47.43,-23.21,1.45,-24.66,depleted,2.19,2.688,False,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,80.54,-4.6752,-4.4562,-0.928,2.905114180340203e-11,depleted,depleted (both methods agree),depleted
PARD3,BLCA,Bladder,83.32,83.68,-0.36,1.45,-1.81,comparable,1086.42,35.6056,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1605.04,-0.5626,-0.3436,-0.4951,0.00046146735254646817,comparable,comparable (both methods agree),comparable
PDGFRB,BLCA,Bladder,85.28,93.76,-8.48,1.45,-9.93,comparable,1261.88,103.816,True,good,0.2297,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2777.19,-1.1374,-0.9184,-0.4133,0.003646455592782453,depleted,comparable/depleted (partial),comparable
PLXNA1,BLCA,Bladder,92.31,75.05,17.26,1.45,15.81,enriched,2827.21,20.1961,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,1149.98,1.297,1.516,0.799,1.102866918187192e-08,enriched,enriched (both methods agree),enriched
PLXNA2,BLCA,Bladder,82.67,74.11,8.56,1.45,7.11,comparable,1044.61,18.7871,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2125.98,-1.0245,-0.8055,-0.525,0.00020265403515903936,depleted,comparable/depleted (partial),comparable
PLXNA3,BLCA,Bladder,83.54,75.42,8.12,1.45,6.67,comparable,1104.12,20.3389,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,648.35,0.7671,0.9861,0.6571,2.9063550734112224e-06,enriched,comparable/enriched (partial),comparable
PLXNA4,BLCA,Bladder,37.13,38.22,-1.09,1.45,-2.54,comparable,12.26,1.2042,False,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,43.82,-1.7571,-1.5381,-0.5281,0.0001853450781165383,depleted,comparable/depleted (partial),comparable
PTPRC,BLCA,Bladder,65.41,58.81,6.6,1.45,5.15,comparable,240.4,6.6664,False,good,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,595.8,-1.3058,-1.0868,-0.4143,0.0035740285145047564,depleted,comparable/depleted (partial),comparable
PTPRZ1,BLCA,Bladder,28.93,32.85,-3.92,1.45,-5.37,comparable,4.29,0.7217,False,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,19.0,54.71,-3.3969,-3.1779,-0.5304,0.0001662185197646726,depleted,comparable/depleted (partial),comparable
SDC1,BLCA,Bladder,99.49,86.15,13.34,1.45,11.89,enriched,28027.1,44.0497,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,20960.8,0.4191,0.6381,0.2807,0.0518277545360218,comparable,enriched/comparable (partial),enriched
SDC2,BLCA,Bladder,77.08,92.68,-15.59,1.45,-17.04,depleted,611.89,87.8409,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,2812.41,-2.1986,-1.9796,-0.7208,2.6287120225982994e-07,depleted,depleted (both methods agree),depleted
SDC3,BLCA,Bladder,86.37,89.2,-2.83,1.45,-4.28,comparable,1369.41,55.8324,True,good,0.7548,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,19.0,3411.55,-1.3162,-1.0972,-0.5624,6.758394852105217e-05,depleted,comparable/depleted (partial),comparable
